cd,txt,addr,addr2,city,state,zip,phone,contact1,nation,fax,cvo_type,homehtml,ver_elec,newcd,email,payfee,link,autofax,autoemail,latitude,longitude,inactive,extension,note,cme_reqhours,username,password,LegacyCD,obsolete,lastvalidated,validatedby,CertificationBody,isValidate,LicNumRequired,isWFV,isCredStrm,Needs_Search_Info,Search_Info_Text,isManual
WASMAR    ,Washington D.C. Board of Marriage & Family Therapy                                                                                                                                                                                                                                                          ,899 N Capitol St Ne,                                                                           ,Washington                    ,DC,20002,(877) 672-2174,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638200,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WASOCC    ,Washington D.C. Board of Occupational Therapy                                                                                                                                                                                                                                                               ,899 N Capitol St Ne,                                                                           ,Washington                    ,DC,20002,(877) 672-2174,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638201,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WASPHA    ,Washington D.C. Board of Pharmacy                                                                                                                                                                                                                                                                           ,899 N Capitol St Ne,                                                                           ,Washington                    ,DC,20002,(877) 672-2174,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638202,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WASRES    ,Washington D.C. Board of Respiratory Care                                                                                                                                                                                                                                                                   ,899 N Capitol St Ne,                                                                           ,Washington                    ,DC,20002,(877) 672-2174,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638203,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WASTCO    ,Washington State Telehealth Collaborative                                                                                                                                                                                                                                                                   ,101 Wasatch Dr,                                                                           ,Salt Lake City                ,UT,84112,(833) 747-0643,Resource Center                                                                                     ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638064,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WDCDTS    ,Washington D.C. Dentistry Board                                                                                                                                                                                                                                                                             ,717 14th St NW,Ste 600                                                                    ,Washington                    ,DC,20005,(877) 672-2174,                                                                                                    ,United States       ,(202) 727-8471,   ,https://fortress.wa.gov/doh/providercredentialsearch/,1,      ,                                                                                                    ,0,1637725,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WHCNPC    ,Women's Health Care Nurse Practitioner Core Certification                                                                                                                                                                                                                                                   ,,                                                                           ,                              ,  ,          ,              ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1637666,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WI        ,Wisconsin Department of Regulation & Licensing                                                                                                                                                                                                                                                              ,PO Box 8935,Aka WI Dept of Safety and Professional Services                            ,Madison                       ,WI,53708-8935,(608) 266-0483,                                                                                                    ,                    ,              ,   ,http://online.drl.wi.gov/LicenseLookup/IndividualCredentialSearch.aspx,1,50,                                                                                                    ,0,1636989,0,0,,,0,,alias_Name(aka) = Wisconsin Dept of Safety and Professional Services,0,,,,0,,,,1,1,1,1,0,,0
WI/D      ,Wisconsin Dentistry Examining Board                                                                                                                                                                                                                                                                         ,PO Box 8935                                                                                                                                           ,                                                                           ,Madison                       ,WI,53708,(608) 266-5441,                                                                                                    ,                    ,              ,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet?page=lookup_health,1,      ,                                                                                                    ,0,1636990,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WICHIR    ,Wisconsin Chiropractic Examining Board                                                                                                                                                                                                                                                                      ,PO Box 8935                                                                                                                                           ,Dept of Regulation/Licensing                                               ,Madison                       ,WI,53708,(608) 267-7222,                                                                                                    ,                    ,              ,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet?page=lookup_health,1,      ,                                                                                                    ,0,1636991,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WICSB     ,Wisconsin Controlled Substances Board                                                                                                                                                                                                                                                                       ,PO Box 8366,                                                                           ,Madison                       ,WI,53708-8366,(608)266-2112 ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1637484,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WIDE      ,Wisconsin State Board of Dental Examiners                                                                                                                                                                                                                                                                   ,PO Box 8935,                                                                           ,Madison                       ,WI,53708,              ,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637642,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WIDHS     ,Wisconsin Department of Health Services                                                                                                                                                                                                                                                                     ,1 W Wilson St,                                                                           ,Madison                       ,WI,53703-3445,              ,                                                                                                    ,                    ,              ,   ,https://www.dhs.wisconsin.gov/regulations/index.htm,0,      ,                                                                                                    ,0,1637445,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WIDPBI    ,Wisconsin Department of Public Instruction                                                                                                                                                                                                                                                                  ,,                                                                           ,                              ,  ,          ,              ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1637446,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WIMEDI    ,Wisconsin Medicaid                                                                                                                                                                                                                                                                                          ,1 W Wilson St,                                                                           ,Madison                       ,WI,53703-3445,(608) 266-1865,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637940,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WINAR     ,Wisconsin Nurse Aide Registry                                                                                                                                                                                                                                                                               ,1 W Wilson St,                                                                           ,Madison                       ,WI,53703-3445,(888) 401-0465,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637712,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WINS      ,State of Wisconsin Board of Nursing                                                                                                                                                                                                                                                                         ,PO Box 8935                                                                                                                                           ,                                                                           ,Madison                       ,WI,53708-8935,(608) 266-2811,                                                                                                    ,                    ,              ,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet?page=lookup_health,1,      ,                                                                                                    ,0,1636992,0,0,43073300,89401200,0,,,0,,,,0,,,,1,1,1,1,0,,0
WIOP      ,World Institute of Pain                                                                                                                                                                                                                                                                                     ,145 Kimel Park Dr,Ste 208                                                                    ,Winston Salem                 ,NC,27103,(336) 760-2939,                                                                                                    ,United States       ,(336) 760-5770,   ,,0,      ,                                                                                                    ,0,1637805,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WIOPT     ,Wisconsin Board of Optometry                                                                                                                                                                                                                                                                                ,PO Box 8935                                                                                                                                           ,Dept of Regulation/Licensing                                               ,Madison                       ,WI,53708-8935,(608)-266-2112,                                                                                                    ,                    ,              ,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet?page=lookup_health,1,      ,                                                                                                    ,0,1636993,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WIPA      ,Wisconsin Medical Examining Board                                                                                                                                                                                                                                                                           ,PO Box 8366                                                                                                                                           ,                                                                           ,Madison                       ,WI,53708,(608) 266-2112,                                                                                                    ,                    ,              ,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet?page=lookup_health,1,50,                                                                                                    ,0,1636994,0,0,0,0,0,,,0,,,,0,,,,1,1,1,1,0,,0
WIPO      ,Wisconsin Department of Registration & Licensing-Podiatric                                                                                                                                                                                                                                                  ,PO Box 8935                                                                                                                                           ,                                                                           ,Madison                       ,WI,53708,(608) 266-2811,                                                                                                    ,                    ,              ,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet?page=lookup_health,1,      ,                                                                                                    ,0,1636995,0,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WIPS      ,Wisconsin Psychology Examining Board                                                                                                                                                                                                                                                                        ,PO Box 8935                                                                                                                                           ,                                                                           ,Madison                       ,WI,53708-8935,(608) 267-7223,                                                                                                    ,                    ,(608) 267-0644,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet?page=lookup_health,1,      ,                                                                                                    ,0,1636996,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WIPT      ,Wisconsin State Board of Physical Therapy                                                                                                                                                                                                                                                                   ,PO Box 8935                                                                                                                                           ,Dept of Reglation & Licensing                                              ,Madison                       ,WI,53708-8935,(608) 266-2811,                                                                                                    ,                    ,              ,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet,1,      ,                                                                                                    ,0,1636997,0,0,0,0,0,,,0,,,,0,,,,1,1,1,1,0,,0
WIRESP    ,Wisconsin Department of Medicine Respiratory Care Board                                                                                                                                                                                                                                                     ,PO Box 8935,                                                                           ,Madison                       ,WI,53708,(608) 266-2811,                                                                                                    ,                    ,(608) 261-7083,   ,http://drl.wi.gov/lookupjump.htm,0,      ,web@drl.state.wi.gov                                                                                ,0,1637723,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WISATH    ,Wisconsin Athletic Trainer                                                                                                                                                                                                                                                                                  ,4822 Madison Yards Way,                                                                           ,Madison                       ,WI,53705-9100,              ,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638097,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WISLP     ,Wisconsin Department of Licensing-Speech/Language Pathology                                                                                                                                                                                                                                                 ,PO Box 8935                                                                                                                                           ,License Verification                                                       ,Madison                       ,WI,53708,(608) 266-2112,                                                                                                    ,                    ,(608) 267-0644,   ,http://drl.wi.gov/drl/drllookup/LicenseLookupServlet?page=lookup_health,1,      ,                                                                                                    ,0,1636998,0,0,0,0,0,,,0,,,,0,,,,0,1,1,1,0,,0
WISMS     ,Wisconsin Medical Society                                                                                                                                                                                                                                                                                   ,2450 Rimrock Rd,Ste 101                                                                    ,Madison                       ,WI,53713-2914,(608) 442-3800,                                                                                                    ,United States       ,              ,   ,United States,0,      ,                                                                                                    ,0,1637754,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WISPEX    ,Hearing & Speech Examining Board-Wisconsin Department of Safety & Professional Services                                                                                                                                                                                                                     ,PO Box 8935,                                                                           ,Madison                       ,WI,537085,608-266-2112  ,                                                                                                    ,United States       ,608-261-7083  ,   ,https://licensesearch.wi.gov/,0,      ,                                                                                                    ,0,1638019,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WISPHA    ,Wisconsin Board of Pharmacy                                                                                                                                                                                                                                                                                 ,PO Box 8935,                                                                           ,Madison                       ,WI,53708,              ,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638159,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WOCNCB432 ,"Wound, Ostomy, & Continence Nursing Certification Board                                                                                                                                                                                                                                                     ",555 E Wells St,Ste 1100                                                                   ,Milwaukee                     ,WI,53202-3823,(888) 496-2622,                                                                                                    ,                    ,(414) 276-2146,   ,http://www.wocncb.org/,0,      ,info@wocncb.org                                                                                     ,0,1637186,1,1,,,0,,,0,,,,0,,,,0,0,1,1,0,,0
WPMA      ,Washington Podiatric Medical Board                                                                                                                                                                                                                                                                          ,,                                                                           ,                              ,  ,          ,              ,                                                                                                    ,United States       ,              ,   ,https://fortress.wa.gov/doh/providercredentialsearch/,1,      ,                                                                                                    ,0,1637709,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WSEMS     ,Washington State Department of Health-EMS                                                                                                                                                                                                                                                                   ,20425 72Nd Ave S,Ste 310                                                                    ,Kent                          ,WA,98032-2388,              ,                                                                                                    ,                    ,              ,   ,,0,      ,                                                                                                    ,0,1637494,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WV        ,West Virginia Board of Medicine                                                                                                                                                                                                                                                                             ,101 Dee Dr,                                                                           ,Charleston                    ,WV,25311,(304) 558-2921,                                                                                                    ,                    ,              ,   ,https://wvbom.wv.gov/public/search/,1,49,                                                                                                    ,0,1636999,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WV/D      ,West Virginia Board of Dental Examiners                                                                                                                                                                                                                                                                     ,1319 Robert C Byrd Dr,Po Box 1447                                                                ,Crab Orchard                  ,WV,25827-None,(877) 914-8266,                                                                                                    ,                    ,(304) 253-9454,   ,https://wvbodprod.glsuite.us/GLSuiteWeb/Clients/WVBOD/Public/Verification/Search.aspx,1,      ,                                                                                                    ,0,1637000,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WV/O      ,West Virginia Board of Osteopathy                                                                                                                                                                                                                                                                           ,405 Capitol St Ste 402,                                                                           ,Charleston                    ,WV,25301-1784,(800) 206-6625,                                                                                                    ,                    ,(304) 558-6096,   ,https://www.wvbdosteo.org/verify/,1,      ,                                                                                                    ,0,1637001,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WVANA     ,West Virginia Association of Nurse Anesthetists                                                                                                                                                                                                                                                             ,400 W Wilson Bridge Rd,Ste 120                                                                    ,Worthington                   ,OH,43085-2259,(614) 228-4727,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637849,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVBAP     ,West Virginia Certification Board for Addiction & Prevention Professionals                                                                                                                                                                                                                                  ,436 12th St,Ste C                                                                      ,Dunbar                        ,WV,25064,(304) 768-2942,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637817,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVBOT     ,West Virginia Board of Occupational Therapy                                                                                                                                                                                                                                                                 ,1063 Maple Dr Ste 4B,                                                                           ,Morgantown                    ,WV,26505,(304) 285-3150,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637711,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WVBPHRM   ,West Virginia Board of Pharmacy                                                                                                                                                                                                                                                                             ,2310 Kanawha Blvd E,                                                                           ,Charleston                    ,WV,25311-2306,              ,                                                                                                    ,                    ,              ,   ,https://www.wvbop.com/public/verify/index.asp,0,      ,                                                                                                    ,0,1637444,1,1,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WVCEB     ,West Virginia Chiropractic Examiners Board                                                                                                                                                                                                                                                                  ,415 D St,                                                                           ,South Charleston              ,WV,25303-3107,(304) 746-7839,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637710,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVCSLG    ,West Virginia Board of Examiners in Counseling                                                                                                                                                                                                                                                              ,815 Quarrier St,Ste 212                                                                    ,Charleston                    ,WV,25301,(304) 558-5494,"Roxanne Clay, Program Coordinator                                                                   ",United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638377,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVDHHS    ,West Virginia Department of Health & Human Resources                                                                                                                                                                                                                                                        ,1 Davis Sq,Ste 100                                                                    ,Charleston                    ,WV,25301-1729,(304)558-0684 ,                                                                                                    ,                    ,(304)558-1130 ,   ,,0,      ,                                                                                                    ,0,1637483,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVIRG     ,West Virginia Board of Hearing Aid Dealers                                                                                                                                                                                                                                                                  ,179 Summers St,Ste 715                                                                    ,Charleston                    ,WV,25301-2122,(304) 558-3527,                                                                                                    ,United States       ,              ,   ,https://www.wvbhad.org/hearing-aid-dealers-and-fitters/,0,      ,                                                                                                    ,0,1638029,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVLCDT    ,West Virginia Board of Licensed Dietitians                                                                                                                                                                                                                                                                  ,101 Dee Dr,Ste D                                                                      ,Charleston                    ,WV,25311,(304) 558-1024,                                                                                                    ,United States       ,(304) 558-1025,   ,https://www.wvbold.com/,0,      ,wvbold@wv.gov                                                                                       ,0,1638400,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVMEDI    ,West Virginia Medicaid                                                                                                                                                                                                                                                                                      ,150 S Independence Mall,                                                                           ,Philadelphia                  ,PA,19106,(215) 861-4155,                                                                                                    ,United States       ,              ,   ,https://www.medicaid.gov/about-us/contact-us/index.html,0,      ,                                                                                                    ,0,1637779,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVMTLB    ,West Virginia Massage Therapy Licensure Board                                                                                                                                                                                                                                                               ,179 Summers St,Ste 711                                                                    ,Charleston                    ,WV,25301,(800) 871-7265,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1638391,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVNS      ,West Virginia Board of Examiners for Registered Professional Nurses                                                                                                                                                                                                                                         ,101 Dee Dr,                                                                           ,Charleston                    ,WV,25311-1646,(304) 558-3596,                                                                                                    ,                    ,(304) 558-3666,   ,http://www.wvrnboard.com/,1,      ,                                                                                                    ,0,1637002,1,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVOLS     ,West Virginia Office of Laboratory Services                                                                                                                                                                                                                                                                 ,167 11Th Ave,                                                                           ,South Charleston              ,WV,25303-1114,(304) 558-3530,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637787,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVOPA     ,West Virginia Board of Osteopathy-Physician Assistants                                                                                                                                                                                                                                                      ,405 Capitol St,Ste 402                                                                    ,Charleston                    ,WV,25301,(800) 206-6625,                                                                                                    ,                    ,              ,   ,https://www.wvbdosteo.org/verify/,1,      ,                                                                                                    ,0,1637003,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVOPT     ,West Virginia Board of Optometry                                                                                                                                                                                                                                                                            ,179 Summers St,Ste 231                                                                    ,Charleston                    ,WV,25301-2131,(304) 558-5901,                                                                                                    ,                    ,              ,   ,http://www.wvbo.org/verify-license.php,0,      ,                                                                                                    ,25,1637004,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WVPA      ,West Virginia Board of Medicine-Physician Asst                                                                                                                                                                                                                                                              ,101 Dee Dr,                                                                           ,Charleston                    ,WV,25311,(304) 558-2921,                                                                                                    ,                    ,              ,   ,https://wvbom.wv.gov/public/search/,1,49,                                                                                                    ,0,1637005,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVPO      ,West Virginia Board of Medicine-Podiatric                                                                                                                                                                                                                                                                   ,101 Dee Dr,Ste 103                                                                    ,Charleston                    ,WV,25311,(304) 558-2921,                                                                                                    ,                    ,              ,   ,https://wvbom.wv.gov/public/search/,1,      ,                                                                                                    ,0,1637006,0,0,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVPRN     ,West Virginia Board of Examiners For Licensed Practical Nurses                                                                                                                                                                                                                                              ,101 Dee Dr,                                                                           ,Charleston                    ,WV,25311,              ,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637665,1,1,,,0,,,0,,,,0,,,,0,1,1,1,0,,0
WVPS      ,West Virginia Board of Examiners of Psychologists                                                                                                                                                                                                                                                           ,PO Box 3955                                                                                                                                           ,                                                                           ,Charleston                    ,WV,25339-3955,(304) 558-0604,                                                                                                    ,                    ,              ,   ,                                                                                                    ,0,      ,                                                                                                    ,0,1637007,1,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
WVPT      ,West Virginia Board of Physical Therapy                                                                                                                                                                                                                                                                     ,642 Davisson Run Rd                                                                                                                                   ,License Verification                                                       ,Clarksburg                    ,WV,26301,(304) 627-2251,                                                                                                    ,                    ,(304) 627-2253,   ,,0,      ,                                                                                                    ,25,1637008,0,0,39261289,-80401620,0,,,0,,,,0,,,,1,1,1,1,0,,0
WVSCWK    ,West Virginia Board of Social Work                                                                                                                                                                                                                                                                          ,1124 Smith St Ste B,                                                                           ,Charleston                    ,WV,25301,              ,                                                                                                    ,United States       ,              ,   ,,0,      ,                                                                                                    ,0,1637989,0,0,,,0,,,0,,,,0,,,,1,1,1,1,0,,0
