Record_Data,TFIDF_Matched,TFIDF_Max_Scores,W2VEC_Matched,W2VEC_Max_Scores,GPT3_Matched,GPT3_Max_Scores
"Illinois Board of Pharmacy,100 West Randolph,9th Floor,Chicago,IL,60601","Illinois Board of Nursing,100 W Randolph St,Ste 9-300,Chicago,60601,United States",0.6165637409077118,"West Virginia Board of Medicine,101 Dee Dr,Charleston,25311",0.9996703,"Illinois Board of Nursing,100 W Randolph St,Ste 9-300,Chicago,60601,United States",0.9332490681815635
"South Carolina Pharmacy Board,110 Centerview Dr,# 306,Columbia,SC,29210","South Carolina Board of Nursing,110 Centerview Dr,Columbia,29210",0.7662204394978016,"South Carolina Radiation Quality Standards Association,PO Box 7515,Columbia,29202,United States",0.99919146,"South Carolina Board of Nursing,110 Centerview Dr,Columbia,29210",0.9487619446468305
"South Dakota Board of Pharmacy,4001 W Valhalla Blvd,Sioux Falls,SD,57106","South Dakota Board of Pharmacy,3701 W 49Th St,Ste 204,Sioux Falls,57106-4219",0.49779885958589276,South Dakota Board of Education,0.9996575,"South Dakota Board of Pharmacy,3701 W 49Th St,Ste 204,Sioux Falls,57106-4219",0.9710603171283838
"Illinois Department of Professional Regulation,IL","Illinois Department of Professional Regulation-Optometry,320 W Washington St,Springfield,62786",0.5028089969666482,Illinois Department of Public Health-EMS,0.99971443,"Illinois Department of Professional Regulation,320 W Washington St,Fl 3,Springfield,62701-1142,United States",0.9294008131192766
"Idaho Board of Pharmacy,ID",Washington State Board of Pharmacy,0.3597081153802727,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.99920964,"Idaho Board of Pharmacy,1199 W Shoreline Ln Ste 303,Boise,83702-9103",0.9277988531285956
"XXXXXAmerican Board of Surgical Assistants,DO NOT USE,Harshaw,WI,54529-9583","National Surgical Assistant Association,1775 I St NW Ste 1150,National Commission for Certification of Surgical Assistants,Washington,20006",0.1931943143484343,"Tennessee Board of Speech Pathology & Audiology,710 James Robertson Pkwy,State Board of Communication Disorders,Nashville,37243",0.99950445,"American Board of Surgical Assistants,26221 E Kettle Cir,Aurora,80016-2020",0.8682883092383185
"Alaska State Medical License Board,AK","Alaska State Medical License Board,PO Box 110806,License Verification,Juneau,99811-0806",0.46891836123577996,"Alaska State Medical License Board,PO Box 110806,License Verification,Juneau,99811-0806",0.99968,"Alaska State Medical License Board,PO Box 110806,License Verification,Juneau,99811-0806",0.93138420452036
"California Board of Pharmacy,CA",Washington State Board of Pharmacy,0.42931897941017494,"State of Alabama Board of Podiatry,2777 Zelda Rd,Montgomery,36106-2643",0.99955887,"California Board of Pharmacy,1625 N Market Blvd,Ste N 219,Sacramento,95834-1924,United States",0.9201251263652637
"Connecticut Controlled Substance,CT",Washington D.C. Controlled Substance Certificate,0.5209349848055701,Washington D.C. Controlled Substance Certificate,0.99879724,"Connecticut Controlled Substance,450 Columbus Blvd,Ste 801,Hartford,06103-1840",0.9095256289874096
FSMB Results,No Match,0.0,"Japan Radiological Society,5 Chome 1 16 Hongo,Bunkyo City,Tokyo,Japan",0.617531,FBI Finger Prints,0.8173290677410252
CST,No Match,0.0,eMedCert,0.11069437,CPRToday!,0.8231375723574554
DEA,"DEA Diversion Control Division,8701 Morrissette Dr,Springfield,22152-1080",0.34598930127609673,Basic Life Support in Obstetrics,0.9862359,"DEA Diversion Control Division,8701 Morrissette Dr,Springfield,22152-1080",0.8529888784865464
